5	800	187	27	27.00	0.00
10	800	187	10	10.00	0.00
15	800	187	13	13.00	0.00
-15	800	188	11	11.00	0.00
-10	800	188	28	28.00	0.00
-5	800	188	94	94.00	0.00
0	800	188	120	120.00	0.00
5	800	188	19	19.00	0.00
10	800	188	14	14.00	0.00
15	800	188	19	19.00	0.00
